area,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,equivalent_diameter,major_axis_length,minor_axis_length,CentroidX_px,CentroidY_px,CentroidX_um,CentroidY_um,EquivDiameter_um,MajorAxisLength_um,MinorAxisLength_um,Area_um2
467.0,34.26338329764454,292.6402569593148,19,279,47,305,24.384480051691096,28.165288211478877,22.77697927475652,292.6402569593148,34.26338329764454,292.6402569593148,34.26338329764454,24.384480051691096,28.165288211478877,22.77697927475652,467.0
162.0,80.62962962962963,150.29012345679013,74,139,87,161,14.361922094451577,20.655423203184096,11.205580994052335,150.29012345679013,80.62962962962963,150.29012345679013,80.62962962962963,14.361922094451577,20.655423203184096,11.205580994052335,162.0
132.0,86.01515151515152,198.40151515151516,78,191,94,205,12.964089628857149,16.98877970951927,10.31965260623991,198.40151515151516,86.01515151515152,198.40151515151516,86.01515151515152,12.964089628857149,16.98877970951927,10.31965260623991,132.0
287.0,148.5226480836237,346.7979094076655,138,337,166,356,19.115955360352558,31.68805472399323,15.64456996678099,346.7979094076655,148.5226480836237,346.7979094076655,148.5226480836237,19.115955360352558,31.68805472399323,15.64456996678099,287.0
253.0,223.09486166007906,367.82213438735175,209,356,237,380,17.94796937867892,24.19902380028621,20.006376789842424,367.82213438735175,223.09486166007906,367.82213438735175,223.09486166007906,17.94796937867892,24.19902380028621,20.006376789842424,253.0
238.0,237.85714285714286,96.2016806722689,217,91,257,104,17.407785949022028,36.125454205989726,10.66169335955697,96.2016806722689,237.85714285714286,96.2016806722689,237.85714285714286,17.407785949022028,36.125454205989726,10.66169335955697,238.0
605.0,310.36694214876036,169.66611570247935,297,155,326,183,27.754457742221764,29.205223493634936,26.56741726728068,169.66611570247935,310.36694214876036,169.66611570247935,310.36694214876036,27.754457742221764,29.205223493634936,26.56741726728068,605.0
124.0,317.64516129032256,275.21774193548384,311,270,325,281,12.565098628628435,14.230560712440187,11.222468324549016,275.21774193548384,317.64516129032256,275.21774193548384,317.64516129032256,12.565098628628435,14.230560712440187,11.222468324549016,124.0
