Area,Centroid_1,Centroid_2,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,MajorAxisLength,MinorAxisLength,EquivDiameter,CentroidX_px,CentroidY_px,CentroidX_um,CentroidY_um,EquivDiameter_um,MajorAxisLength_um,MinorAxisLength_um,Area_um2
110916,288.570404630531,206.601969057665,94.5,17.5,389,392,394.51242017115,387.190123585447,375.796004959932,288.570404630531,206.601969057665,288.570404630531,206.601969057665,375.796004959932,394.51242017115,387.190123585447,110916
