Area,Centroid_1,Centroid_2,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,MajorAxisLength,MinorAxisLength,EquivDiameter,CentroidX_px,CentroidY_px,CentroidX_um,CentroidY_um,EquivDiameter_um,MajorAxisLength_um,MinorAxisLength_um,Area_um2
120021,288.206088934436,213.6783729514,90.5,17.5,393,392,392.743768204187,389.50836998181,390.916210201955,288.206088934436,213.6783729514,288.206088934436,213.6783729514,390.916210201955,392.743768204187,389.50836998181,120021
